一个	yi2'ge4
渣子	zha3'zi5
渥眄	wo4'mian3
温乎	wen1'hu5
温卷	wen1'juan4
温和	wen1'he2
温宿	wen1'su4
温差	wen1'cha1
温度	wen1'du4
温煦	wen1'xu3
温驯	wen1'xun2
港埠	gang3'fu4
港片	gang3'pian4
港都	gang3'du1
渴泽	jie2'ze2
游乐	you2'le4
游兴	you2'xing4
游击	you2'ji2
游徼	you2'jiao3
游行	you2'xing2
游说	you2'shui4
游说	you2'shui4
游逛	you2'guang4
游逛	you3'guang4
游骑	you2'ji4
渹湱	hong1'huo4
湔濯	jian1'zhuo2
湖泊	hu2'bo2
湖泊	hu2'po1
湛寂	zhan4'ji2
湛露	zhan4'lu4
湮沉	yin1'chen2
湮没	yan1'mo4
湮没	yin1'mo4
湮灭	yin1'mie4
湮郁	yin1'yu4
湮阨	yin1'e4
湾仔	wan1'zai3
湾转	wan1'zhuan5
湿地	shi1'di4
湿度	shi1'du4
湿气	shi1'qi5
湿闷	shi1'men4
溅落	jian4'luo4
溏便	tang2'bian4
溜刷	liu1'shua1
溜子	liu4'zi5
溜搭	liu1'da5
溜撒	liu1'sa1
溜溜	liu4'liu5
溜达	liu1'da5
溜达	liu4'da5
溢恶	yi4'e4
溢血	yi4'xie3
溪壑	xi1'huo4
溲溺	sou1'niao4
溶没	rong2'mo4
溷厕	hun4'ci4
溺器	niao4'qi4
滂濞	pang1'pi4
滂薄	pang1'bo2
滇藏	dian1'zang4
滈汗	hao4'han4
滈滈	hao4'hao4
滋蔓	zi1'man4
滋长	zi1'zhang3
滑倒	hua2'dao3
滑借	hua2'jie4
滑喇	hua2'la1
滑溜	hua2'liu1
滑溜	hua2'liu5
滑熟	hua2'shu2
滑盖	hua2'gai4
滑稽	gu3'ji1
滑稽	hua2'ji5
滑落	hua2'luo4
滑行	hua2'xing2
滚子	gun3'zi5
滚开	gun3'kai5
滚肚	gun3'du4
滚落	gun3'luo4
滚调	gun3'diao4
滞塞	zhi4'sai1
滞泥	zhi4'ni4
滞累	zhi4'lei3
滞闷	zhi4'men4
满分	man3'fen1
满地	man3'di4
满帆	man3'fan2
满拧	man3'ning3
满散	man3'san4
满朝	man3'chao2
满载	man3'zai4
滤子	lv4'zi5
滥伐	lan4'fa1
滥行	lan4'xing2
滥调	lan4'diao4
滫瀡	xiu3'sui3
滴子	di1'zi5
滴答	di1'da1
滴落	di1'luo4
滴血	di1'xie3
漂亮	piao4'liang4
漂亮	piao4'liang5
漂布	piao3'bu4
漂帐	piao4'zhang4
漂摇	piao1'yao2
漂染	piao3'ran3
漂母	piao3'mu3
漂沙	piao1'sha1
漂没	piao1'mo4
漂沦	piao1'lun2
漂泊	piao1'bo2
漂泛	piao1'fan4
漂泼	piao1'po1
漂洋	piao1'yang2
漂洗	piao3'xi3
漂流	piao1'liu2
漂浮	piao1'fu2
漂游	piao1'you2
漂漂	piao1'piao1
漂然	piao1'ran2
漂白	piao3'bai2
漂砾	piao1'li4
漂移	piao1'yi2
漂絮	piao1'xu4
漂荡	piao1'dang4
漂萍	piao1'ping2
漂送	piao1'song4
漂金	piao1'jin1
漂雷	piao1'lei2
漂鸟	piao1'niao3
漆宅	qi1'zhe4
漆弹	qi1'dan4
漏子	lou4'zi5
漏落	lou4'luo4
漏露	lou4'lu4
演义	yan3'yi4
演义	yan3'yi5
演撒	yan3'sa3
漕渠	cao2'qu2
漕转	cao2'zhuan3
漩涡	xuan2'wo1
漩涡	xuan4'wo1
漫与	man4'yu3
漫卷	man4'juan3
漫空	man4'kong1
漫长	man4'chang2
漭瀁	mang3'yang3
漯河	luo4'he2
漻泪	liao2'lei4
潜没	qian2'mo4
潜藏	qian2'cang2
潜行	qian2'xing2
潝潝	xi4'xi4
潦乱	liao2'luan4
潦倒	liao2'dao3
潦泡	liao2'pao4
潦草	liao2'cao3
潮乐	chao2'yue4
潮差	chao2'cha1
潮汐	chao2'xi4
澄净	cheng2'jing4
澄城	cheng2'cheng2
澄心	cheng2'xin1
澄明	cheng2'ming2
澄江	cheng2'jiang1
澄海	cheng2'hai3
澄渊	cheng2'yuan1
澄澈	cheng2'che4
澄空	cheng2'kong1
澄莹	cheng2'ying2
澄观	cheng2'guan1
澄迈	cheng2'mai4
澎湃	peng1'pai4
澎濞	peng1'pi4
澒洞	hong4'tong2
澜汗	lan4'han4
澜漫	lan4'man4
澶漫	chan2'man2
澹台	tan2'tai2
澹彩	dan4'cai3
澹泊	dan4'bo2
澹淡	dan4'dan4
澹澉	dan4'gan3
澹澹	dan4'dan4
澹然	dan4'ran2
澹荡	dan4'dang4
澹话	dan4'hua4
激切	ji1'qie4
激刺	ji1'ci4
激将	ji1'jiang4
激灵	ji1'ling5
激聒	ji1'gua1
濇脉	se4'mai4
濊濊	huo4'huo4
濊貊	hui4'mo4
濊貊	wei4'mo4
濒危	bin1'wei2
濔迆	mi3'yi3
濡迹	ru2'ji1
濩落	huo4'luo4
濯冠	zhuo2'guan4
濯淖	zhuo2'nao4
濯濯	zhuo2'zhuo2
濯盥	zhuo2'guan4
濯缨	zhuo2'ying1
濯足	zhuo2'zu2
濯身	zhuo2'shen1
瀑风	bao4'feng1
瀺灂	chan2'zhuo2
灂灂	zhuo2'zhuo2
灌浆	guan4'jiang1
灌渠	guan4'qu2
灌濯	guan4'zhuo2
灌肠	guan4'chang2
灌肠	guan4'chang5
火儿	huo3'r5
火囤	huo3'dun4
火圈	huo3'quan1
火场	huo3'chang2
火夹	huo3'jia2
火教	huo3'jiao4
火泥	huo3'ni2
火烧	huo3'shao1
火烧	huo3'shao5
火瘅	huo3'dan1
火种	huo3'zhong3
火铺	huo3'pu4
火长	huo3'zhang3
火食	huo3'shi2
火食	huo3'shi5
火齐	huo3'ji4
灭度	mie4'du4
灭景	mie4'ying3
灭没	mie4'mo4
灭相	mie4'xiang4
灭种	mie4'zhong3
灭迹	mie4'ji1
灯夕	deng1'xi4
灯期	deng1'qi2
灯笼	deng1'long5
灯芯	deng1'xin4
灰没	hui1'mo4
灰泥	hui1'ni2
灰浆	hui1'jiang1
灵便	ling2'bian4
灵应	ling2'ying4
灵景	ling2'ying3
灵桩	ling2'chun1
灵渠	ling2'qu2
灵盖	ling2'gai4
灶地	zao4'di4
灶头	zao4'tou5
灶突	zao4'tu2
灶间	zao4'jian1
灸刺	jiu3'ci4
灾场	zai1'chang3
灾难	zai1'nan4
炀灶	yang4'zao4
炉子	lu2'zi5
炉房	lu2'fang5
炊帚	chui1'zhou5
炊熟	chui1'shu2
炊累	chui4'lei4
炎徼	yan2'jiao4
炒刺	chao3'ci4
炒更	chao3'geng1
炒菜	chao3'cai4
炒菜	chao3'cai5
炖煌	dun1'huang2
炭墼	tan4'ji2
炮仗	pao4'zhang5
炮击	pao4'ji2
炮制	pao2'zhi4
炮弹	pao4'dan4
炮操	pao4'cao1
炮格	pao2'ge2
炮炼	pao2'lian4
炮烙	pao2'lao4
炮烙	pao2'luo4
炮燥	pao2'zao4
炳贲	bing3'bi4
炸供	zha2'gong4
炸弹	zha4'dan4
炸掉	zha4'diao4
炸死	zha4'si3
炸毁	zha4'hui3
炸毁	zha4'hui3
炸狱	zha4'yu4
炸碎	zha4'sui4
炸窝	zha4'wo1
炸糕	zha2'gao1
炸药	zha4'yao4
炸裂	zha4'lie4
炸酱	zha2'jiang4
炸雷	zha4'lei2
炸鱼	zha2'yu2
炸鸡	zha4'ji1
点儿	dian3'r5
点刺	dian3'ci4
点垛	dian3'duo4
点子	dian3'zi5
点将	dian3'jiang4
点差	dian3'chai1
点心	dian3'xin1
点心	dian3'xin5
点扎	dian3'zha2
点拗	dian3'ao3
点播	dian3'bo4
点数	dian3'shu4
点着	dian3'zhao2
点砌	dian3'qie4
点缀	dian3'zhui4
点脉	dian3'mai4
点苔	dian3'tai2
点行	dian3'xing2
点补	dian3'bu5
炼度	lian4'du4
炽盛	chi4'sheng4
炽结	chi4'jie2
烂泥	lan4'ni2
烂熟	lan4'shu2
烂片	lan4'pian4
烂糊	lan4'hu5
烃基	qing1'ji1
烈度	lie4'du4
烘干	hong1'gan1
烙铁	lao4'tie5
烟卷	yan1'juan4
烟圈	yan1'quan1
烟子	yan1'zi5
烟突	yan1'tu2
烦数	fan2'shuo4
烦难	fan2'nan2
烧卖	shao1'mai5
烧埋	shao1'mai2
烧结	shao1'jie2
烧饼	shao1'bing3
烧饼	shao1'bing5
烫发	tang4'fa3
热丧	re4'sang1
热切	re4'qie4
热和	re4'huo5
热地	re4'di4
热屏	re4'ping2
热度	re4'du4
热血	re4'xie3
热量	re4'liang4
热闹	re4'nao5
烹分	peng1'fen1
烹炮	peng1'pao2
烹调	peng1'tiao2
焉得	yan1'de2
焊锡	han4'xi2
焌油	jun4'you2
焌黑	jun4'hei1
焘育	tao2'yu4
焙干	bei4'gan1
焚研	fen2'yan4
焦棱	jiao1'leng2
焦获	jiao1'hu4
焯烁	zhuo2'shuo4
焯焯	zhuo2'zhuo2
焯著	zhuo2'zhu4
煎炸	jian1'zha2
煎熬	jian1'ao2
煎聒	jian1'gua1
煎饼	jian1'bing3
煎饼	jian1'bing5
煖和	nuan3'he2
煞住	sha1'zhu4
煞尾	sha1'wei3
煞星	sha4'xing1
煞是	sha4'shi4
煞白	sha4'bai2
煞神	sha4'shen2
煞账	sha1'zhang4
煞车	sha1'che1
煤搭	mei2'da2
煤都	mei2'du1
煦伏	xu3'fu2
煦和	xu4'he2
煦妪	xu3'yu4
煦沫	xu3'mo4
煦煦	xu3'xu3
照子	zhao4'zi5
照帖	zhao4'tie3
照应	zhao4'ying4
照应	zhao4'ying5
照度	zhao4'du4
照得	zhao4'de2
照数	zhao4'shu4
照片	zhao4'pian4
照相	zhao4'xiang4
照看	zhao4'kan4
照顾	zhao4'gu4
照顾	zhao4'gu5
煮熟	zhu3'shou2
煴火	yun2'huo3
煴煴	yun2'yun2
熄火	xi2'huo3
熄灭	xi2'mie4
熄灯	xi2'deng1
熇熇	he4'he4
熏香	xun4'xiang1
熔浆	rong2'jiang1
熙和	xi1'he2
熙宁	xi1'ning2
熙朝	xi1'chao2
熙洽	xi1'xia2
熟丝	shu2'si1
熟习	shu2'xi2
熟事	shu2'shi4
熟人	shu2'ren2
熟会	shu2'hui4
熟分	shu2'fen4
熟化	shu2'hua4
熟嘴	shu2'zui3
熟土	shu2'tu3
熟地	shu2'di4
熟套	shu2'tao4
熟女	shu2'nv3
熟娴	shu2'xian2
熟字	shu2'zi4
熟客	shu2'ke4
熟年	shu2'nian2
熟思	shu2'si1
熟悉	shu2'xi1
熟惯	shu2'guan4
熟手	shu2'shou3
熟料	shu2'liao4
熟水	shu2'shui3
熟滑	shu2'hua2
熟炭	shu2'tan4
熟番	shu2'fan1
熟皮	shu2'pi2
熟睡	shu2'shui4
熟知	shu2'zhi1
熟稔	shu2'ren3
熟精	shu2'jing1
熟纸	shu2'zhi3
熟练	shu2'lian4
熟络	shu2'luo4
熟罗	shu2'luo2
熟脚	shu2'jiao3
熟苗	shu2'miao2
熟茶	shu2'cha2
熟荒	shu2'huang1
熟药	shu2'yao4
熟菜	shu2'cai4
熟落	shu2'luo4
熟虑	shu2'lv4
熟视	shu2'shi4
熟识	shu2'shi4
熟识	shu2'shi5
熟话	shu2'hua4
熟读	shou2'du2
熟谙	shu2'an1
熟货	shu2'huo4
熟路	shu2'lu4
熟道	shu2'dao4
熟铁	shu2'tie3
熟铜	shu2'tong2
熟闲	shu2'xian2
熟间	shu2'jian4
熟食	shu2'shi2
熠没	yi4'mo4
熨斗	yun4'dou3
熨法	yun4'fa3
熨贴	yu4'tie1
熬刑	ao2'xing2
熬夜	ao2'ye4
熬头	ao1'tou5
熬审	ao2'shen3
熬心	ao1'xin1
熬恼	ao1'nao3
熬油	ao2'you2
熬炼	ao2'lian4
熬煎	ao2'jian1
熬煮	ao2'zhu3
熬磨	ao2'mo5
熬稃	ao1'fu1
熬糖	ao2'tang2
熬腻	ao1'ni4
熬膏	ao2'gao1
熬药	ao2'yao4
熬菜	ao1'cai4
熬鹰	ao2'ying1
燎原	liao2'yuan2
燎原	liao4'yuan2
燎发	liao3'fa3
燎星	liao4'xing1
燎朗	liao4'lang3
燎毛	liao3'mao2
燎泡	liao2'pao4
燎浆	liao2'jiang1
燎灼	liao3'zhuo2
燎燎	liao4'liao4
燔燎	fan2'liao4
燕丸	yan4'wan2
燕丹	yan1'dan1
燕乐	yan4'le4
燕乐	yan4'yue4
燕京	yan1'jing1
燕侣	yan4'lv3
燕几	yan4'ji1
燕出	yan4'chu1
燕剪	yan4'jian3
燕劳	yan4'lao4
燕台	yan1'tai2
燕喜	yan4'xi3
燕国	yan1'guo2
燕坐	yan4'zuo4
燕女	yan4'nv3
燕好	yan4'hao3
燕婉	yan4'wan3
燕子	yan4'zi5
燕安	yan4'an1
燕尔	yan4'er3
燕尾	yan4'wei3
燕居	yan4'ju1
燕山	yan1'shan1
燕巢	yan4'chao2
燕支	yan1'zhi1
燕朋	yan4'peng2
燕服	yan4'fu2
燕毛	yan4'mao2
燕游	yan4'you2
燕燕	yan4'yan4
燕玉	yan1'yu4
燕皮	yan4'pi2
燕礼	yan4'li3
燕私	yan4'si1
燕科	yan4'ke1
燕窝	yan4'wo1
燕翼	yan4'yi4
燕脂	yan1'zhi1
燕菜	yan4'cai4
燕衎	yan4'kan4
燕语	yan4'yu3
燕说	yan1'shuo1
燕贺	yan4'he4
燕赵	yan1'zhao4
燕鉴	yan4'jian4
燕雀	yan4'que4
燕饮	yan4'yin3
燕鸥	yan4'ou1
燕鸻	yan4'heng2
燕麦	yan4'mai4
燠热	ao4're4
燠热	yu4're4
燥子	sao4'zi5
燮和	xie4'he2
爆弹	bao4'dan4
爆炸	bao4'zha4
爆肚	bao4'du3
爣阆	tang3'lang3
爪儿	zhua3'r5
爪印	zhao3'yin4
爪哇	zhao3'wa1
爪士	zhao3'shi4
爪子	zhua3'zi5
爪寻	zhao3'xun2
爪牙	zhao3'ya2
爪甲	zhao3'jia3
爪痕	zhao3'hen2
爪老	zhao3'lao3
爪袖	zhao3'xiu4
爪角	zhao3'jiao3
爬下	pa2'xia5
爬拉	pa2'la5
爬犁	pa2'li5
爬行	pa2'xing2
爱乐	ai4'yue4
爱人	ai4'ren2
爱人	ai4'ren5
爱好	ai4'hao4
爱将	ai4'jiang4
爱惜	ai4'xi2
爱称	ai4'cheng1
爵仇	jue2'chou2
父丧	fu4'sang1
父亲	fu4'qin1
爷爷	ye2'ye5
爸爸	ba4'ba5
爹地	die1'di4
爹爹	die1'die5
爽当	shuang3'dang1
爽快	shuang3'kuai4
爽快	shuang3'kuai5
片中	pian4'zhong1
片儿	pian1'r5
片刻	pian4'ke4
片剂	pian1'ji4
片商	pian4'shang1
片善	pian4'shan4
片场	pian4'chang3
片头	pian4'tou2
片子	pian1'zi5
片子	pian4'zi5
片岩	pian4'yan2
片心	pian4'xin1
片断	pian4'duan4
片时	pian4'shi2
片晌	pian4'shang3
片楮	pian4'chu3
片段	pian4'duan4
片言	pian4'yan2
片许	pian4'xu3
片语	pian4'yu3
片长	pian4'chang2
片霎	pian4'sha4
片面	pian4'mian4
版刻	ban3'ke1
版筑	ban3'zhu2
牌坊	pai2'fang5
牌子	pai2'zi5
牌楼	pai2'lou2
牌楼	pai2'lou5
牓子	bang3'zi5
牓帖	bang3'tie3
牙冠	ya2'guan1
牙刷	ya2'shua1
牙子	ya2'zi5
牙将	ya2'jiang4
牙爪	ya2'zhua3
牙碜	ya2'chen5
牙缝	ya2'feng4
牙行	ya2'hang2
牙钻	ya2'zuan4
牛劲	niu2'jin4
牛比	niu2'bi1
牛气	niu2'qi5
牝朝	pin4'chao2
牝疟	pin4'nve4
牟利	mou2'li4
牟取	mou2'qu3
牟定	mou2'ding4
牟尼	mou2'ni2
牟平	mu4'ping2
牡丹	mu3'dan1
牡丹	mu3'dan5
牡牛	mu4'niu2
牢稳	lao2'wen5
牢落	lao2'luo4
牢靠	lao2'kao5
牧地	mu4'di4
物种	wu4'zhong3
物累	wu4'lei3
牲口	sheng1'kou3
牲口	sheng1'kou5
牲畜	sheng1'chu4
牵头	qian1'tou5
牵强	qian1'qiang3
牵累	qian1'lei4
特为	te4'wei4
特务	te4'wu4
特务	te4'wu5
特地	te4'di4
特强	te4'qiang2
特教	te4'jiao4
特煞	te4'sha4
特种	te4'zhong3
特称	te4'cheng1
特藏	te4'cang2
特调	te4'tiao2
特长	te4'chang2
犀渠	xi1'qu2
犁地	li2'di4
犄角	ji1'jiao3
犄角	ji1'jiao5
犊子	du2'zi5
犊车	du2'ju1
犍为	qian2'wei4
犒劳	kao4'lao4
犟劲	jiang4'jin4
犬种	quan3'zhong3
犯劲	fan4'jin4
犯恶	fan4'e4
犯拙	fan4'zhuo2
犯相	fan4'xiang4
犯调	fan4'diao4
犯阙	fan4'que4
犴圄	han4'yu3
状子	zhuang4'zi5
狂且	kuang2'ju1
狂华	kuang2'hua1
狂哮	kuang2'xiao4
狂奔	kuang2'ben1
狂相	kuang2'xiang4
狂跌	kuang2'die2
狌狌	xing1'xing1
狎弄	xia2'nong4
狎玩	xia2'wan4
狐狸	hu2'li5
狐臊	hu2'sao1
狐臭	hu2'chou4
狗气	gou3'qi5
狗监	gou3'jian4
狙伺	ju1'si4
狙击	ju1'ji2
狙刺	ju1'ci4
狞恶	ning2'e4
狠恶	hen3'e4
独创	du2'chuang4
独占	du2'zhan4
独处	du2'chu3
独宿	du2'su4
独当	du2'dang1
独挑	du2'tiao1
独曲	du2'qu3
独行	du2'xing2
独行	du2'xing4
狭长	xia2'chang2
狮子	shi1'zi5
狱豻	yu4'an4
狸子	li2'zi5
狸狌	li2'sheng1
狼分	lang2'fen1
狼藉	lang2'ji2
猎场	lie4'chang3
猎较	lie4'jue2
猒倦	yan4'juan4
猒猒	yan4'yan4
猗傩	e3'nuo2
猗嗟	yi3'jie1
猗萎	yi1'wei3
猗靡	yi1'mi3
猗顿	yi1'dun4
猗顿	yi3'dun4
猛冲	meng3'chong1
猛劲	meng3'jin4
猛地	meng3'de5
猛子	meng3'zi5
猛将	meng3'jiang4
猛杀	meng3'sha4
猛省	meng3'xing3
猛跌	meng3'die2
猜中	cai1'zhong4
猜度	cai1'du4
猜度	cai1'duo4
猜调	cai1'diao4
猝嗟	cu4'jie1
猝地	cu4'di4
猩猩	xing1'xing5
猪仔	zhu1'zai3
猪圈	zhu1'juan4
猪肚	zhu1'du3
猫溺	mao1'niao4
献拙	xian4'zhuo2
猰貐	ya4'yu3
猴子	hou2'zi5
猵狙	pian4'ju1
猵獭	bian1'ta4
猸子	mei2'zi5
猼且	pao2'ju1
猼𫍙		bo2'yi2
猾贼	hua2'ze2
獏㺔		mu2'hui1
獏猺	mu2'yao2
獐子	zhang1'zi5
獝狂	xu4'kuang2
獠子	liao2'zi5
獭祭	ta4'ji4
玄了	xuan2'liao3
玄参	xuan2'shen1
玄塞	xuan2'sai4
玄奘	xuan2'zang4
玄教	xuan2'jiao4
玄混	xuan2'hun4
玄秘	xuan2'mi4
玄都	xuan2'du1
玄阙	xuan2'que4
率先	shuai4'xian1
率同	shuai4'tong2
率尔	shuai4'er3
率师	shuai4'shi1
率性	shuai4'xing4
率更	lv4'geng1
率然	shuai4'ran2
率率	shuai4'shuai4
率皆	shuai4'jie1
率直	shuai4'zhi2
率真	shuai4'zhen1
率队	shuai4'dui4
率领	shuai4'ling3
玉倒	yu4'dao3
玉勒	yu4'le4
玉柏	yu4'bo2
玉液	yu4'yi4
玉米	yu4'mi5
玉粳	yu4'geng1
玉色	yu4'se4
玉色	yu4'shai5
玉阙	yu4'que4
玉露	yu4'lu4
玉𫗦		yu4'bu1
王储	wang2'chu2
王八	wang2'ba5
王冠	wang2'guan1
王度	wang2'du4
王朝	wang2'chao2
王浆	wang2'jiang1
王爷	wang2'ye5
王蒙	wang2'meng2
王虺	wang2'hui3
王贲	wang2'ben1
王迹	wang2'ji1
王道	wang2'dao4
王道	wang2'dao5
王长	wang4'zhang3
玍古	ga3'gu5
玛曲	ma3'qu3
玢岩	bin1'yan2
玢璘	bin1'lin2
玩世	wan4'shi4
玩乐	wan2'le4
玩习	wan4'xi2
玩儿	wan2'r5
玩兴	wan2'xing4
玩味	wan4'wei4
玩好	wan4'hao4
玩弄	wan2'nong4
玩弄	wan4'nong4
玩忽	wan4'hu1
玩愒	wan4'kai4
玩法	wan4'fa3
玩物	wan2'wu4
玩物	wan4'wu4
玩赏	wan4'shang3
玫瑰	mei2'gui5
环伺	huan2'si4
环晕	huan2'yun4
环行	huan2'xing2
现弄	xian4'nong5
现期	xian4'qi2
现磨	xian4'mo2
现行	xian4'xing2
玳瑁	dai4'mei4
玷辱	dian4'ru4
玻片	bo1'pian4
玻璃	bo1'li5
珍惜	zhen1'xi2
珍玩	zhen1'wan4
珍藏	zhen1'cang2
珍重	zhen1'zhong4
珠子	zhu1'zi5
珠蚌	zhu1'bang4
珠还	zhu1'huan2
班子	ban1'zi5
班行	ban1'hang2
班长	ban1'zhang3
琀玉	han4'yu4
球僮	qiu2'tong2
球差	qiu2'cha1
球弹	qiu2'dan4
球监	qiu2'jian1
琅邪	lang2'ye2
理发	li3'fa3
理塞	li3'se4
理应	li3'ying1
理当	li3'dang1
理教	li3'jiao4
理数	li3'shu4
理结	li3'jie2
理识	li3'shi4
琢磨	zhuo2'mo2
琢磨	zuo2'mo5
琦行	qi2'xing4
琵琶	pi2'pa5
琼浆	qiong2'jiang1
琼结	qiong2'jie2
瑞应	rui4'ying4
瑞相	rui4'xiang4
瑟调	se4'diao4
瑯琊	lang2'ya2
瑯琊	lang2'ye2
瑱圭	tian4'gui1
瑶华	yao2'hua1
瑶华	yao2'hua2
璚枝	qiong2'zhi1
璚浆	qiong2'jiang1
璧还	bi4'huan2
瓓玕	lan2'gan1
瓜分	gua1'fen1
瓜子	gua1'zi3
瓜子	gua1'zi5
瓜期	gua1'qi2
瓜葛	gua1'ge2
瓟瓜	bo2'gua1
瓠子	hu4'zi5
瓠落	hu4'luo4
瓣膜	ban4'mo4
瓤儿	rang2'r5
瓤子	rang2'zi5
瓦刀	wa4'dao1
瓦剌	wa3'la1
瓦匠	wa3'jiang5
瓦圈	wa3'quan1
瓦当	wa3'dang1
瓦楞	wa3'leng2
瓦片	wa3'pian4
瓦隆	wa3'long1
瓮安	weng4'an1
瓮棺	weng4'guan1
瓮菜	weng4'cai4
瓯子	ou1'zi5
瓯窭	ou1'lou2
瓴甋	ling2'di2
瓶塞	ping2'sai1
瓶子	ping2'zi5
瓷刻	ci2'ke1
甑箄	zeng4'bei1
甘分	gan1'fen4
甘地	gan1'di4
甘结	gan1'jie2
甘露	gan1'lu4
甚为	shen4'wei2
甚么	she2'me5
甚么	shen2'me5
甚事	shen2'shi4
甚人	shen2'ren2
甚底	shen2'de5
甚的	shen2'de5
甜圈	tian2'quan1
甜头	tian2'tou5
生养	sheng1'yang5
生分	sheng1'fen4
生发	sheng1'fa5
生地	sheng1'di4
生息	sheng1'xi2
生意	sheng1'yi4
生意	sheng1'yi5
生朝	sheng1'zhao1
生相	sheng1'xiang4
生苔	sheng1'tai2
生菌	sheng1'jun4
生还	sheng1'huan2
生长	sheng1'zhang3
用劲	yong4'jing4
用地	yong4'di4
用场	yong4'chang2
用处	yong4'chu5
用度	yong4'du4
用钱	yong4'qian2
用钱	yong4'qian5
用间	yong4'jian1
用项	yong4'xiang5
甩发	shuai3'fa3
甬剧	yong3'ju4
甬路	yong3'lu4
甬道	yong3'dao4
田地	tian2'di4
田横	tian2'heng2
田畦	tian2'xi1
田间	tian2'jian1
由头	you2'tou2
由头	you2'tou5
甲长	jia3'zhang3
甲鱼	jia4'yu2
申叔	shen1'shu2
申扎	shen1'zha1
申曲	shen1'qu3
申解	shen1'jie4
申重	shen1'chong2
电传	dian4'chuan2
电击	dian4'ji2
电扇	dian4'shan4
电教	dian4'jiao4
电量	dian4'liang4
电锯	dian4'ju4
男人	nan2'ren2
男人	nan2'ren5
男校	nan2'xiao4
甸甸	tian2'tian2
町畦	ting3'xi1
画供	hua4'gong1
画儿	hua4'r5
画卷	hua4'juan3
画屏	hua4'ping2
画帖	hua4'tie4
画拉	hua4'la5
画框	hua4'kuang1
画行	hua4'xing2
畅洽	chang4'xia2
畅行	chang4'xing2
界分	jie4'fen4
畏怯	wei4'que4
畏难	wei4'nan2
留下	liu2'xia5
留传	liu2'chuan2
留宿	liu2'su4
留帖	liu2'tie3
留待	liu2'dai4
留种	liu2'zhong3
留空	liu2'kong1
留都	liu2'du1
留难	liu2'nan4
畚锸	ben3'cha2
畛畦	zhen3'xi1
畜产	chu4'chan3
畜养	xu4'yang3
畜力	chu4'li4
畜栏	chu4'lan2
畜牧	xu4'mu4
畜牲	chu4'sheng1
畜牲	chu4'sheng5
畜生	chu4'sheng5
畜疫	chu4'yi4
畜类	chu4'lei4
畜肥	chu4'fei2
略为	lve4'wei2
略地	lve4'di4
略称	lve4'cheng1
畦丁	xi1'ding1
畦作	xi1'zuo4
畦田	xi1'tian2
畦畛	xi1'zhen3
畦迳	xi1'jing4
番地	fan1'di4
番子	fan1'zi5
番禺	pan1'yu2
番茄	fan1'qie2
畬丁	yu2'ding1
畬乡	she1'xiang1
畬族	she1'zu2
畬民	she1'min2
畬田	she1'tian2
畴昔	chou2'xi2
畹町	wan3'ding1
疆徼	jiang1'jiao4
疋头	pi3'tou5
疏勒	shu1'le4
疏头	shu4'tou2
疏忽	shu1'hu1
疏忽	shu1'hu5
疏散	shu1'san4
疏率	shu1'shuai4
疏落	shu1'luo4
疏证	shu4'zheng4
疑难	yi2'nan2
疖子	jie2'zi5
疙搭	ge1'da5
疙瘩	ge1'da5
疟疾	nve4'ji2
疟蚊	nve4'wen2
疣子	you2'zi5
疤痆	ba1'nie4
疥癣	jie4'xian3
疯子	feng1'zi5
疯长	feng1'zhang3
疲匮	pi2'kui4
疲累	pi2'lei4
疹子	zhen3'zi5
疼惜	teng2'xi2
疾便	ji2'bian4
疾恶	ji2'e4
疾行	ji2'xing2
痀偻	ju1'lou2
痀瘘	ju1'lv2
痃癖	xian2'pi3
病倒	bing4'dao3
病假	bing4'jia4
病危	bing4'wei2
病脉	bing4'mai4
病重	bing4'zhong4
病间	bing4'jian4
病革	bing4'ji2
症候	zheng1'hou4
症状	zheng1'zhuang4
症结	zheng1'jie2
痉挛	jing4'lvan2
痒痒	yang3'yang5
痔疮	zhi4'chuang5
痕迹	hen2'ji1
痘子	dou4'zi5
痛亲	tong4'qin1
痛击	tong4'ji2
痛切	tong4'qie4
痛喝	tong4'he1
痛喝	tong4'he4
痛处	tong4'chu4
痛快	tong4'kuai4
痛快	tong4'kuai5
痛恶	tong4'wu4
痛惜	tong4'xi2
痞子	pi1'zi5
痞子	pi3'zi5
痢疾	li4'ji2
痢疾	li4'ji5
痦子	wu4'zi5
痧子	sha1'zi5
痱子	fei4'zi5
痴倒	chi1'dao3
痴叔	chi1'shu2
痴子	chi1'zi5
痴挣	chi1'zheng1
痴长	chi1'zhang3
痶脚	dian3'jiao3
瘀血	yu1'xie3
瘅暑	dan4'shu3
瘅疟	dan1'nve4
瘈疭	qi4'zong4
瘊子	hou2'zi5
瘖哑	yin1'ya3
瘗埋	yi4'mai2
瘙疹	sao1'zhen3
瘠薄	ji2'bo2
瘢痆	ban1'nie4
瘤子	liu2'zi5
瘦削	shou4'xue1
瘦削	shou4'xue4
瘦子	shou4'zi5
瘦溜	shou4'liu5
瘦长	shou4'chang2
瘪三	bie1'san1
瘪三	bie3'san1
瘪子	bie3'zi5
瘫倒	tan1'dao3
瘫子	tan1'zi5
瘯蠡	cu4'li2
瘸子	que2'zi5
癖好	pi3'hao4
癞子	lai4'zi5
癣疥	xian3'jie4
癸期	gui3'qi2
登数	deng1'shu4
